id,sleepday,totalsleeprecords,totalminutesasleep,totaltimeinbed,weekday,total_minutes_asleep_hours,total_time_in_bed_hours
8378563200,2016-04-25,1,388,402,Monday,6.466666666666667,6.7
8378563200,2016-04-25,1,388,402,Monday,6.466666666666667,6.7
8378563200,2016-04-26,1,550,584,Tuesday,9.166666666666666,9.733333333333333
8378563200,2016-04-27,1,531,600,Wednesday,8.85,10.0
8378563200,2016-04-28,1,506,556,Thursday,8.433333333333334,9.266666666666667
8378563200,2016-04-29,1,527,562,Friday,8.783333333333333,9.366666666666667
8378563200,2016-04-30,1,468,555,Saturday,7.8,9.25
8378563200,2016-05-01,1,475,539,Sunday,7.916666666666667,8.983333333333333
8378563200,2016-05-02,1,351,385,Monday,5.85,6.416666666666667
8378563200,2016-05-03,1,405,429,Tuesday,6.75,7.15
8378563200,2016-05-04,1,441,477,Wednesday,7.35,7.95
8378563200,2016-05-05,1,381,417,Thursday,6.35,6.95
8378563200,2016-05-06,1,323,355,Friday,5.383333333333334,5.916666666666667
8378563200,2016-05-07,2,459,513,Saturday,7.65,8.55
8378563200,2016-05-08,1,545,606,Sunday,9.083333333333334,10.1
8378563200,2016-05-09,1,359,399,Monday,5.983333333333333,6.65
8378563200,2016-05-10,1,342,391,Tuesday,5.7,6.516666666666667
8378563200,2016-05-11,1,368,387,Wednesday,6.133333333333334,6.45
8378563200,2016-05-12,1,496,546,Thursday,8.266666666666667,9.1
8792009665,2016-04-12,1,458,493,Tuesday,7.633333333333334,8.216666666666667
8792009665,2016-04-13,1,531,552,Wednesday,8.85,9.2
8792009665,2016-04-14,1,486,503,Thursday,8.1,8.383333333333333
8792009665,2016-04-15,1,363,377,Friday,6.05,6.283333333333333
8792009665,2016-04-20,1,528,547,Wednesday,8.8,9.116666666666667
8792009665,2016-04-22,1,391,407,Friday,6.516666666666667,6.783333333333333
8792009665,2016-04-23,1,339,360,Saturday,5.65,6.0
8792009665,2016-04-27,1,423,428,Wednesday,7.05,7.133333333333334
8792009665,2016-04-28,1,402,416,Thursday,6.7,6.933333333333334
8792009665,2016-04-29,1,398,406,Friday,6.633333333333334,6.766666666666667
8792009665,2016-04-30,1,343,360,Saturday,5.716666666666667,6.0
8792009665,2016-05-01,1,503,527,Sunday,8.383333333333333,8.783333333333333
8792009665,2016-05-02,1,415,423,Monday,6.916666666666667,7.05
8792009665,2016-05-03,1,516,545,Tuesday,8.6,9.083333333333334
8792009665,2016-05-04,1,439,463,Wednesday,7.316666666666666,7.716666666666667
